"Observation station","Year","Month","Day","Time [Local time]","Precipitation amount [mm]","Snow depth [cm]","Average temperature [°C]","Minimum temperature [°C]"
"Vantaa Helsinki-Vantaa airport","2013","3","14","02:00","0","71","-12.5","-22.6"
"Vantaa Helsinki-Vantaa airport","2013","3","15","02:00","-1","70","-10","-19.2"
"Vantaa Helsinki-Vantaa airport","2013","3","16","02:00","-1","70","-7.6","-16.1"
"Vantaa Helsinki-Vantaa airport","2013","3","17","02:00","-1","70","-9.2","-17"
"Vantaa Helsinki-Vantaa airport","2013","3","18","02:00","0.2","70","-10.6","-15.2"
"Vantaa Helsinki-Vantaa airport","2013","3","19","02:00","0.1","73","-8.3","-12.4"
"Vantaa Helsinki-Vantaa airport","2013","3","20","02:00","-1","70","-4.9","-8.1"
"Vantaa Helsinki-Vantaa airport","2013","3","21","02:00","-1","69","-7.8","-11.7"
"Vantaa Helsinki-Vantaa airport","2013","3","22","02:00","0","69","-10.5","-16.6"
"Vantaa Helsinki-Vantaa airport","2013","3","23","02:00","-1","69","-5.9","-12.4"
"Vantaa Helsinki-Vantaa airport","2013","3","24","02:00","-1","69","-3.3","-9.4"
"Vantaa Helsinki-Vantaa airport","2013","3","25","02:00","-1","69","-2.5","-10.8"
"Vantaa Helsinki-Vantaa airport","2013","3","26","02:00","-1","69","-2.6","-6.5"
"Vantaa Helsinki-Vantaa airport","2013","3","27","02:00","-1","68","-4.4","-13.4"
"Vantaa Helsinki-Vantaa airport","2013","3","28","02:00","-1","68","-2.3","-8.1"
"Vantaa Helsinki-Vantaa airport","2013","3","29","02:00","-1","68","-4.1","-8.8"
"Vantaa Helsinki-Vantaa airport","2013","3","30","02:00","-1","67","-2.8","-7"
"Vantaa Helsinki-Vantaa airport","2013","3","31","02:00","-1","67","-3.5","-9.7"
"Vantaa Helsinki-Vantaa airport","2013","4","1","03:00","-1","65","-2.5","-8.8"
"Vantaa Helsinki-Vantaa airport","2013","4","2","03:00","-1","64","-0.3","-6.6"
"Vantaa Helsinki-Vantaa airport","2013","4","3","03:00","-1","63","-0.5","-6.7"
"Vantaa Helsinki-Vantaa airport","2013","4","4","03:00","-1","61","-0.8","-7.8"
"Vantaa Helsinki-Vantaa airport","2013","4","5","03:00","-1","58","1","-5.9"
"Vantaa Helsinki-Vantaa airport","2013","4","6","03:00","-1","55","-0.7","-3.9"
"Vantaa Helsinki-Vantaa airport","2013","4","7","03:00","3.8","54","-1.9","-8.4"
"Vantaa Helsinki-Vantaa airport","2013","4","8","03:00","0.3","55","-2.9","-6.6"
"Vantaa Helsinki-Vantaa airport","2013","4","9","03:00","0","53","-1.6","-9.3"
"Vantaa Helsinki-Vantaa airport","2013","4","10","03:00","-1","48","-0.5","-7.6"
"Vantaa Helsinki-Vantaa airport","2013","4","11","03:00","0.1","46","0.9","-3.6"
"Vantaa Helsinki-Vantaa airport","2013","4","12","03:00","3.6","43","2.8","0.8"
"Vantaa Helsinki-Vantaa airport","2013","4","13","03:00","4.7","36","2.5","1.8"
"Vantaa Helsinki-Vantaa airport","2013","4","14","03:00","0","31","2.2","0.8"
"Vantaa Helsinki-Vantaa airport","2013","4","15","03:00","0.6","29","2.8","-0.9"
"Vantaa Helsinki-Vantaa airport","2013","4","16","03:00","1.4","25","4.2","3.2"
"Vantaa Helsinki-Vantaa airport","2013","4","17","03:00","0.8","23","4.6","3.2"
"Vantaa Helsinki-Vantaa airport","2013","4","18","03:00","5.4","16","5.7","0.8"
"Vantaa Helsinki-Vantaa airport","2013","4","19","03:00","2.6","1","5","3.4"
"Vantaa Helsinki-Vantaa airport","2013","4","20","03:00","-1","0","5.4","2.3"
"Vantaa Helsinki-Vantaa airport","2013","4","21","03:00","-1","0","5.1","-1.2"
"Vantaa Helsinki-Vantaa airport","2013","4","22","03:00","0","0","5.3","-1.9"
"Vantaa Helsinki-Vantaa airport","2013","4","23","03:00","3.6","0","6.7","2.5"
"Vantaa Helsinki-Vantaa airport","2013","4","24","03:00","0","-1","6.8","1.9"
"Vantaa Helsinki-Vantaa airport","2013","4","25","03:00","-1","-1","6.9","2.3"
"Vantaa Helsinki-Vantaa airport","2013","4","26","03:00","1.8","-1","3.5","0.9"
"Vantaa Helsinki-Vantaa airport","2013","4","27","03:00","0","-1","4.2","1.9"
"Vantaa Helsinki-Vantaa airport","2013","4","28","03:00","-1","-1","4.5","-0.6"
"Vantaa Helsinki-Vantaa airport","2013","4","29","03:00","5.7","-1","6.6","0.8"
"Vantaa Helsinki-Vantaa airport","2013","4","30","03:00","0","-1","6.3","4.4"
"Vantaa Helsinki-Vantaa airport","2013","5","1","03:00","-1","-1","7.3","1"
"Vantaa Helsinki-Vantaa airport","2013","5","2","03:00","-1","-1","6.1","1.5"
"Vantaa Helsinki-Vantaa airport","2013","5","3","03:00","-1","-1","7.4","0.5"
"Vantaa Helsinki-Vantaa airport","2013","5","4","03:00","-1","-1","8.6","1.5"
"Vantaa Helsinki-Vantaa airport","2013","5","5","03:00","0.3","-1","7.4","5.4"
"Vantaa Helsinki-Vantaa airport","2013","5","6","03:00","-1","-1","8.5","1.8"
"Vantaa Helsinki-Vantaa airport","2013","5","7","03:00","-1","-1","11.7","3.7"
"Vantaa Helsinki-Vantaa airport","2013","5","8","03:00","3.5","-1","13.4","6.8"
"Vantaa Helsinki-Vantaa airport","2013","5","9","03:00","0.4","-1","13.9","8.6"
"Vantaa Helsinki-Vantaa airport","2013","5","10","03:00","-1","-1","14.7","10.8"
"Vantaa Helsinki-Vantaa airport","2013","5","11","03:00","-1","-1","14.8","10.1"
"Vantaa Helsinki-Vantaa airport","2013","5","12","03:00","-1","-1","12.4","6.3"
"Vantaa Helsinki-Vantaa airport","2013","5","13","03:00","1","-1","12.1","7.1"
"Vantaa Helsinki-Vantaa airport","2013","5","14","03:00","0","-1","12.4","5.7"
"Vantaa Helsinki-Vantaa airport","2013","5","15","03:00","-1","-1","10.4","4.4"
"Vantaa Helsinki-Vantaa airport","2013","5","16","03:00","-1","-1","15","4.6"
"Vantaa Helsinki-Vantaa airport","2013","5","17","03:00","0.1","-1","16.9","11.8"
"Vantaa Helsinki-Vantaa airport","2013","5","18","03:00","0.9","-1","16.3","14"
"Vantaa Helsinki-Vantaa airport","2013","5","19","03:00","-1","-1","19.6","14.5"
"Vantaa Helsinki-Vantaa airport","2013","5","20","03:00","0","-1","16.5","15"
"Vantaa Helsinki-Vantaa airport","2013","5","21","03:00","0","-1","17.4","12.3"
"Vantaa Helsinki-Vantaa airport","2013","5","22","03:00","10.1","-1","11.9","10.2"
"Vantaa Helsinki-Vantaa airport","2013","5","23","03:00","3.1","-1","10","8.3"
"Vantaa Helsinki-Vantaa airport","2013","5","24","03:00","-1","-1","13.1","10"
"Vantaa Helsinki-Vantaa airport","2013","5","25","03:00","-1","-1","15.7","11.7"
"Vantaa Helsinki-Vantaa airport","2013","5","26","03:00","0.7","-1","15.8","12.9"
"Vantaa Helsinki-Vantaa airport","2013","5","27","03:00","-1","-1","16.4","12.5"
"Vantaa Helsinki-Vantaa airport","2013","5","28","03:00","-1","-1","18.7","12.1"
"Vantaa Helsinki-Vantaa airport","2013","5","29","03:00","-1","-1","19.4","14.1"
"Vantaa Helsinki-Vantaa airport","2013","5","30","03:00","0","-1","17.2","13.6"
"Vantaa Helsinki-Vantaa airport","2013","5","31","03:00","0","-1","18.4","11.9"
"Vantaa Helsinki-Vantaa airport","2013","6","1","03:00","-1","-1","20.3","15.8"
"Vantaa Helsinki-Vantaa airport","2013","6","2","03:00","-1","-1","22","14.9"
"Vantaa Helsinki-Vantaa airport","2013","6","3","03:00","-1","-1","22.3","15.7"
"Vantaa Helsinki-Vantaa airport","2013","6","4","03:00","-1","-1","21.5","13.7"
"Vantaa Helsinki-Vantaa airport","2013","6","5","03:00","-1","-1","22.9","14.9"
"Vantaa Helsinki-Vantaa airport","2013","6","6","03:00","-1","-1","20.9","15.6"
"Vantaa Helsinki-Vantaa airport","2013","6","7","03:00","2.1","-1","18.3","13.9"
"Vantaa Helsinki-Vantaa airport","2013","6","8","03:00","-1","-1","18.2","10.5"
"Vantaa Helsinki-Vantaa airport","2013","6","9","03:00","-1","-1","16.8","11.4"
"Vantaa Helsinki-Vantaa airport","2013","6","10","03:00","0.3","-1","15.5","10.7"
"Vantaa Helsinki-Vantaa airport","2013","6","11","03:00","0","-1","14.7","11.2"
"Vantaa Helsinki-Vantaa airport","2013","6","12","03:00","3","-1","12.4","8.1"
"Vantaa Helsinki-Vantaa airport","2013","6","13","03:00","4.1","-1","14.9","8.7"
"Vantaa Helsinki-Vantaa airport","2013","6","14","03:00","9.1","-1","14.1","12.9"
"Vantaa Helsinki-Vantaa airport","2013","6","15","03:00","-1","-1","14.9","11.8"
"Vantaa Helsinki-Vantaa airport","2013","6","16","03:00","6.5","-1","12.9","8.9"
"Vantaa Helsinki-Vantaa airport","2013","6","17","03:00","1.3","-1","13.6","10.4"
"Vantaa Helsinki-Vantaa airport","2013","6","18","03:00","0.2","-1","15.6","10.2"
"Vantaa Helsinki-Vantaa airport","2013","6","19","03:00","-1","-1","15.6","8.8"
"Vantaa Helsinki-Vantaa airport","2013","6","20","03:00","0.2","-1","15","7.9"
"Vantaa Helsinki-Vantaa airport","2013","6","21","03:00","0","-1","19.4","14.9"
"Vantaa Helsinki-Vantaa airport","2013","6","22","03:00","1","-1","19.2","16.7"
"Vantaa Helsinki-Vantaa airport","2013","6","23","03:00","-1","-1","18.5","13.4"
"Vantaa Helsinki-Vantaa airport","2013","6","24","03:00","0.2","-1","20.2","13.8"
"Vantaa Helsinki-Vantaa airport","2013","6","25","03:00","0","-1","22.6","18.5"
"Vantaa Helsinki-Vantaa airport","2013","6","26","03:00","0.3","-1","25","18.5"
"Vantaa Helsinki-Vantaa airport","2013","6","27","03:00","1.8","-1","21.4","19.8"
"Vantaa Helsinki-Vantaa airport","2013","6","28","03:00","0","-1","18.2","14.5"
"Vantaa Helsinki-Vantaa airport","2013","6","29","03:00","2","-1","17","14.3"
"Vantaa Helsinki-Vantaa airport","2013","6","30","03:00","-1","-1","18.4","14.4"
"Vantaa Helsinki-Vantaa airport","2013","7","1","03:00","0","-1","18.1","12.9"
"Vantaa Helsinki-Vantaa airport","2013","7","2","03:00","0","-1","16.9","12.6"
"Vantaa Helsinki-Vantaa airport","2013","7","3","03:00","-1","-1","18.5","13.1"
"Vantaa Helsinki-Vantaa airport","2013","7","4","03:00","-1","-1","19.2","12.2"
"Vantaa Helsinki-Vantaa airport","2013","7","5","03:00","-1","-1","22","18.1"
"Vantaa Helsinki-Vantaa airport","2013","7","6","03:00","3.5","-1","19.6","17"
"Vantaa Helsinki-Vantaa airport","2013","7","7","03:00","-1","-1","20.3","13.5"
"Vantaa Helsinki-Vantaa airport","2013","7","8","03:00","-1","-1","18.9","14"
"Vantaa Helsinki-Vantaa airport","2013","7","9","03:00","-1","-1","17.1","11.2"
"Vantaa Helsinki-Vantaa airport","2013","7","10","03:00","1","-1","16.6","12.6"
"Vantaa Helsinki-Vantaa airport","2013","7","11","03:00","-1","-1","17.9","14.2"
"Vantaa Helsinki-Vantaa airport","2013","7","12","03:00","-1","-1","18.3","11.2"
"Vantaa Helsinki-Vantaa airport","2013","7","13","03:00","-1","-1","19.8","12.2"
"Vantaa Helsinki-Vantaa airport","2013","7","14","03:00","-1","-1","20.3","11.9"
"Vantaa Helsinki-Vantaa airport","2013","7","15","03:00","0","-1","18","13"
"Vantaa Helsinki-Vantaa airport","2013","7","16","03:00","-1","-1","16.3","14"
"Vantaa Helsinki-Vantaa airport","2013","7","17","03:00","-1","-1","17.2","11.9"
"Vantaa Helsinki-Vantaa airport","2013","7","18","03:00","5.3","-1","15.4","12"
"Vantaa Helsinki-Vantaa airport","2013","7","19","03:00","2.7","-1","13.2","10"
"Vantaa Helsinki-Vantaa airport","2013","7","20","03:00","-1","-1","16","11.3"
"Vantaa Helsinki-Vantaa airport","2013","7","21","03:00","0.1","-1","15.2","11.7"
"Vantaa Helsinki-Vantaa airport","2013","7","22","03:00","1.4","-1","14.8","12"
"Vantaa Helsinki-Vantaa airport","2013","7","23","03:00","-1","-1","18.9","15.2"
"Vantaa Helsinki-Vantaa airport","2013","7","24","03:00","-1","-1","17.2","15"
"Vantaa Helsinki-Vantaa airport","2013","7","25","03:00","-1","-1","20.3","15.6"
"Vantaa Helsinki-Vantaa airport","2013","7","26","03:00","0.8","-1","19.6","14"
"Vantaa Helsinki-Vantaa airport","2013","7","27","03:00","-1","-1","21.2","14.1"
"Vantaa Helsinki-Vantaa airport","2013","7","28","03:00","-1","-1","20.5","14.3"
"Vantaa Helsinki-Vantaa airport","2013","7","29","03:00","0.8","-1","20.1","13.4"
"Vantaa Helsinki-Vantaa airport","2013","7","30","03:00","0.7","-1","20.7","17.7"
"Vantaa Helsinki-Vantaa airport","2013","7","31","03:00","5.5","-1","18.7","16.5"
"Vantaa Helsinki-Vantaa airport","2013","8","1","03:00","8.1","-1","16.7","13.6"
"Vantaa Helsinki-Vantaa airport","2013","8","2","03:00","0.3","-1","18.3","14.3"
"Vantaa Helsinki-Vantaa airport","2013","8","3","03:00","-1","-1","21.1","14.6"
"Vantaa Helsinki-Vantaa airport","2013","8","4","03:00","-1","-1","21.4","15"
"Vantaa Helsinki-Vantaa airport","2013","8","5","03:00","-1","-1","19.7","15.7"
"Vantaa Helsinki-Vantaa airport","2013","8","6","03:00","-1","-1","20.3","12.6"
"Vantaa Helsinki-Vantaa airport","2013","8","7","03:00","9.7","-1","21.1","12.9"
"Vantaa Helsinki-Vantaa airport","2013","8","8","03:00","13.2","-1","22.7","19.4"
"Vantaa Helsinki-Vantaa airport","2013","8","9","03:00","0.1","-1","19.4","16.5"
"Vantaa Helsinki-Vantaa airport","2013","8","10","03:00","0","-1","18.4","16.5"
"Vantaa Helsinki-Vantaa airport","2013","8","11","03:00","0","-1","18.1","14.5"
"Vantaa Helsinki-Vantaa airport","2013","8","12","03:00","3.8","-1","16.1","12.6"
"Vantaa Helsinki-Vantaa airport","2013","8","13","03:00","18.8","-1","14.9","12.2"
"Vantaa Helsinki-Vantaa airport","2013","8","14","03:00","22.6","-1","13.2","12.5"
"Vantaa Helsinki-Vantaa airport","2013","8","15","03:00","0.2","-1","16.3","12.9"
"Vantaa Helsinki-Vantaa airport","2013","8","16","03:00","3","-1","16.6","11"
"Vantaa Helsinki-Vantaa airport","2013","8","17","03:00","1.7","-1","16","12.7"
"Vantaa Helsinki-Vantaa airport","2013","8","18","03:00","0.4","-1","19.3","16"
"Vantaa Helsinki-Vantaa airport","2013","8","19","03:00","5.8","-1","17.7","16.3"
"Vantaa Helsinki-Vantaa airport","2013","8","20","03:00","-1","-1","16.7","12.8"
"Vantaa Helsinki-Vantaa airport","2013","8","21","03:00","-1","-1","16.6","12"
"Vantaa Helsinki-Vantaa airport","2013","8","22","03:00","0","-1","15.9","12.8"
"Vantaa Helsinki-Vantaa airport","2013","8","23","03:00","-1","-1","14.1","8.5"
"Vantaa Helsinki-Vantaa airport","2013","8","24","03:00","-1","-1","14.2","7.7"
"Vantaa Helsinki-Vantaa airport","2013","8","25","03:00","-1","-1","16.1","8.5"
"Vantaa Helsinki-Vantaa airport","2013","8","26","03:00","-1","-1","17","9.4"
"Vantaa Helsinki-Vantaa airport","2013","8","27","03:00","-1","-1","16.5","9.1"
"Vantaa Helsinki-Vantaa airport","2013","8","28","03:00","-1","-1","16.4","8.7"
"Vantaa Helsinki-Vantaa airport","2013","8","29","03:00","0","-1","15.5","10.3"
"Vantaa Helsinki-Vantaa airport","2013","8","30","03:00","0","-1","15.1","11.2"
"Vantaa Helsinki-Vantaa airport","2013","8","31","03:00","3.2","-1","15.1","11"
"Vantaa Helsinki-Vantaa airport","2013","9","1","03:00","6","-1","14.9","13.1"
"Vantaa Helsinki-Vantaa airport","2013","9","2","03:00","0.1","-1","11.7","5.3"
"Vantaa Helsinki-Vantaa airport","2013","9","3","03:00","-1","-1","13.2","8.8"
"Vantaa Helsinki-Vantaa airport","2013","9","4","03:00","-1","-1","14.4","7.6"
"Vantaa Helsinki-Vantaa airport","2013","9","5","03:00","-1","-1","15.4","8.4"
"Vantaa Helsinki-Vantaa airport","2013","9","6","03:00","-1","-1","14.4","8.5"
"Vantaa Helsinki-Vantaa airport","2013","9","7","03:00","-1","-1","14","5.1"
"Vantaa Helsinki-Vantaa airport","2013","9","8","03:00","-1","-1","16.6","9.4"
"Vantaa Helsinki-Vantaa airport","2013","9","9","03:00","11.4","-1","16.2","11.5"
"Vantaa Helsinki-Vantaa airport","2013","9","10","03:00","0.8","-1","13.9","11.7"
"Vantaa Helsinki-Vantaa airport","2013","9","11","03:00","0.1","-1","15.7","12.7"
"Vantaa Helsinki-Vantaa airport","2013","9","12","03:00","0","-1","15.6","11"
"Vantaa Helsinki-Vantaa airport","2013","9","13","03:00","0","-1","14.9","10.9"
"Vantaa Helsinki-Vantaa airport","2013","9","14","03:00","-1","-1","13.6","9.3"
"Vantaa Helsinki-Vantaa airport","2013","9","15","03:00","-1","-1","12.9","8.8"
"Vantaa Helsinki-Vantaa airport","2013","9","16","03:00","-1","-1","13.9","10.4"
"Vantaa Helsinki-Vantaa airport","2013","9","17","03:00","0","-1","14.1","12"
"Vantaa Helsinki-Vantaa airport","2013","9","18","03:00","4","-1","14.3","10.9"
"Vantaa Helsinki-Vantaa airport","2013","9","19","03:00","3.9","-1","15.1","14.3"
"Vantaa Helsinki-Vantaa airport","2013","9","20","03:00","4.1","-1","13.8","13"
"Vantaa Helsinki-Vantaa airport","2013","9","21","03:00","0.1","-1","12.6","9.6"
"Vantaa Helsinki-Vantaa airport","2013","9","22","03:00","0.5","-1","9.9","6.8"
"Vantaa Helsinki-Vantaa airport","2013","9","23","03:00","0.4","-1","9.1","6.3"
"Vantaa Helsinki-Vantaa airport","2013","9","24","03:00","0","-1","6.6","5.1"
"Vantaa Helsinki-Vantaa airport","2013","9","25","03:00","0","-1","3.2","1.2"
"Vantaa Helsinki-Vantaa airport","2013","9","26","03:00","0.9","-1","3.4","-0.9"
"Vantaa Helsinki-Vantaa airport","2013","9","27","03:00","0","-1","7","4.2"
"Vantaa Helsinki-Vantaa airport","2013","9","28","03:00","0","-1","6.9","3.4"
"Vantaa Helsinki-Vantaa airport","2013","9","29","03:00","0","-1","5.9","4.8"
"Vantaa Helsinki-Vantaa airport","2013","9","30","03:00","-1","-1","3.4","-0.7"
"Vantaa Helsinki-Vantaa airport","2013","10","1","03:00","-1","-1","3.8","2.5"
"Vantaa Helsinki-Vantaa airport","2013","10","2","03:00","-1","-1","3.4","-2.9"
"Vantaa Helsinki-Vantaa airport","2013","10","3","03:00","-1","-1","7.8","3"
"Vantaa Helsinki-Vantaa airport","2013","10","4","03:00","-1","-1","7.4","0.9"
"Vantaa Helsinki-Vantaa airport","2013","10","5","03:00","0.5","-1","9.7","6.9"
"Vantaa Helsinki-Vantaa airport","2013","10","6","03:00","0","-1","10.8","8.9"
"Vantaa Helsinki-Vantaa airport","2013","10","7","03:00","-1","-1","11.1","8.4"
"Vantaa Helsinki-Vantaa airport","2013","10","8","03:00","3.9","-1","11.1","7.7"
"Vantaa Helsinki-Vantaa airport","2013","10","9","03:00","5.2","-1","12","11.4"
"Vantaa Helsinki-Vantaa airport","2013","10","10","03:00","-1","-1","11.9","10.9"
"Vantaa Helsinki-Vantaa airport","2013","10","11","03:00","-1","-1","8.6","6.3"
"Vantaa Helsinki-Vantaa airport","2013","10","12","03:00","-1","-1","6.6","1.2"
"Vantaa Helsinki-Vantaa airport","2013","10","13","03:00","-1","-1","7.9","6.4"
"Vantaa Helsinki-Vantaa airport","2013","10","14","03:00","-1","-1","4.2","-0.8"
"Vantaa Helsinki-Vantaa airport","2013","10","15","03:00","-1","-1","8","3.9"
"Vantaa Helsinki-Vantaa airport","2013","10","16","03:00","-1","-1","2","-0.6"
"Vantaa Helsinki-Vantaa airport","2013","10","17","03:00","20.2","-1","3","-3.5"
"Vantaa Helsinki-Vantaa airport","2013","10","18","03:00","3.9","-1","2.7","0.4"
"Vantaa Helsinki-Vantaa airport","2013","10","19","03:00","-1","0","1.2","-2.7"
"Vantaa Helsinki-Vantaa airport","2013","10","20","03:00","-1","-1","0.1","-3.4"
"Vantaa Helsinki-Vantaa airport","2013","10","21","03:00","-1","-1","-0.7","-5"
"Vantaa Helsinki-Vantaa airport","2013","10","22","03:00","5.3","-1","0.4","-4.2"
"Vantaa Helsinki-Vantaa airport","2013","10","23","03:00","4","-1","7.3","2.5"
"Vantaa Helsinki-Vantaa airport","2013","10","24","03:00","0.2","-1","10.1","9.2"
"Vantaa Helsinki-Vantaa airport","2013","10","25","03:00","-1","-1","7.5","4.2"
"Vantaa Helsinki-Vantaa airport","2013","10","26","03:00","5.2","-1","6.7","1.3"
"Vantaa Helsinki-Vantaa airport","2013","10","27","03:00","4.2","-1","10.2","8.7"
"Vantaa Helsinki-Vantaa airport","2013","10","28","02:00","16.4","-1","10.2","9.5"
"Vantaa Helsinki-Vantaa airport","2013","10","29","02:00","5.8","-1","9.4","8.7"
"Vantaa Helsinki-Vantaa airport","2013","10","30","02:00","-1","-1","6.1","2.6"
"Vantaa Helsinki-Vantaa airport","2013","10","31","02:00","1.7","-1","4.3","-0.9"
"Vantaa Helsinki-Vantaa airport","2013","11","1","02:00","6","-1","8","6.8"
"Vantaa Helsinki-Vantaa airport","2013","11","2","02:00","1.2","-1","6.9","4.8"
"Vantaa Helsinki-Vantaa airport","2013","11","3","02:00","9.7","-1","3.9","2.3"
"Vantaa Helsinki-Vantaa airport","2013","11","4","02:00","21.3","-1","6.5","4.2"
"Vantaa Helsinki-Vantaa airport","2013","11","5","02:00","8.6","-1","6.2","5.2"
"Vantaa Helsinki-Vantaa airport","2013","11","6","02:00","0.1","-1","4.3","1.4"
"Vantaa Helsinki-Vantaa airport","2013","11","7","02:00","4.5","-1","4.1","2.2"
"Vantaa Helsinki-Vantaa airport","2013","11","8","02:00","0.5","-1","4.9","3.1"
"Vantaa Helsinki-Vantaa airport","2013","11","9","02:00","9.9","-1","6.2","4.4"
"Vantaa Helsinki-Vantaa airport","2013","11","10","02:00","2","-1","5.4","2.9"
"Vantaa Helsinki-Vantaa airport","2013","11","11","02:00","-1","-1","1.1","-1"
"Vantaa Helsinki-Vantaa airport","2013","11","12","02:00","5.3","-1","4.6","-2.1"
"Vantaa Helsinki-Vantaa airport","2013","11","13","02:00","-1","-1","5.3","3.6"
"Vantaa Helsinki-Vantaa airport","2013","11","14","02:00","0","-1","2.2","-0.5"
"Vantaa Helsinki-Vantaa airport","2013","11","15","02:00","1","-1","4.5","-0.4"
"Vantaa Helsinki-Vantaa airport","2013","11","16","02:00","-1","-1","6.3","4.6"
"Vantaa Helsinki-Vantaa airport","2013","11","17","02:00","-1","-1","5.4","3.3"
"Vantaa Helsinki-Vantaa airport","2013","11","18","02:00","2.7","-1","2.8","-2.1"
"Vantaa Helsinki-Vantaa airport","2013","11","19","02:00","6.7","-1","5","3.2"
"Vantaa Helsinki-Vantaa airport","2013","11","20","02:00","1.8","-1","4.4","2.2"
"Vantaa Helsinki-Vantaa airport","2013","11","21","02:00","14.9","-1","4.6","2.2"
